name,starting_at,result_info,league_name,home_team,away_team,home_goals,away_goals,home_position,away_position,home_corners,away_corners,home_shots-off-target,away_shots-off-target,home_shots-total,away_shots-total,home_attacks,away_attacks,home_dangerous-attacks,away_dangerous-attacks,home_ball-possession,away_ball-possession,home_penalties,away_penalties,home_shots-insidebox,away_shots-insidebox,home_shots-outsidebox,away_shots-outsidebox,home_offsides,away_offsides,home_goals-kicks,away_goals-kicks,home_goal-attempts,away_goal-attempts,home_fouls,away_fouls,home_saves,away_saves,home_yellowcards,away_yellowcards,odds_pinnacle_home,odds_pinnacle_draw,odds_pinnacle_away,odds_btts_pinnacle_no,odds_btts_pinnacle_yes,odds_over_pinnacle_2,odds_under_pinnacle_2,odds_over_pinnacle_2_25,odds_under_pinnacle_2_25,odds_over_pinnacle_2_5,odds_under_pinnacle_2_5,odds_bet365_home,odds_bet365_draw,odds_bet365_away,odds_btts_bet365_no,odds_btts_bet365_yes,odds_over_bet365_2_0,odds_under_bet365_2_0,"odds_over_bet365_2_0, 2_5","odds_under_bet365_2_0, 2_5",odds_over_bet365_2_5,odds_under_bet365_2_5,prob_home_pinacle,prob_draw_pinacle,prob_away_pinacle,prob_btts_pinacle,prob_no_btts_pinacle,prob_over_pinnacle_2,prob_under_pinnacle_2,prob_over_pinnacle_2_25,prob_under_pinnacle_2_25,prob_over_pinnacle_2_5,prob_under_pinnacle_2_5,prob_bet365_home,prob_bet365_draw,prob_bet365_away,prob_btts_bet365_no,prob_btts_bet365_yes,prob_over_bet365_2_0,prob_under_bet365_2_0,"prob_over_bet365_2_0, 2_5","prob_under_bet365_2_0, 2_5",prob_over_bet365_2_5,prob_under_bet365_2_5,Temporada
Cerro Largo vs Juventud,2025-01-31 22:00:00,Game ended in draw.,Uruguay Primera Division,Cerro Largo,Juventud,1.0,1.0,3.0,6.0,2.0,2.0,3.0,2.0,9.0,10.0,94.0,114.0,73.0,54.0,46.0,54.0,0.0,1.0,4.0,7.0,5.0,3.0,0.0,2.0,5.0,7.0,,,12.0,10.0,6.0,2.0,1.0,3.0,1.83,3.35,5.12,1.7,2.2,,,2.1,1.79,,,1.75,3.2,4.75,1.66,2.1,1.77,2.1,2.05,1.8,,,0.55,0.3,0.2,0.45,0.59,,,0.48,0.56,,,0.57,0.31,0.21,0.6,0.48,0.56,0.48,0.49,0.56,,,2025
Defensor Sporting vs Boston River,2025-02-01 00:30:00,Defensor Sporting won after full-time.,Uruguay Primera Division,Defensor Sporting,Boston River,2.0,0.0,11.0,8.0,3.0,4.0,4.0,6.0,12.0,10.0,101.0,118.0,37.0,47.0,44.0,56.0,,,8.0,8.0,4.0,2.0,0.0,2.0,8.0,1.0,,,13.0,10.0,4.0,3.0,1.0,1.0,2.28,3.11,3.59,1.91,1.92,,,2.03,1.84,,,2.2,3.0,3.3,1.8,1.9,,,2.02,1.82,,,0.44,0.32,0.28,0.52,0.52,,,0.49,0.54,,,0.45,0.33,0.3,0.56,0.53,,,0.5,0.55,,,2025
Danubio vs Liverpool,2025-02-01 20:00:00,Game ended in draw.,Uruguay Primera Division,Danubio,Liverpool,1.0,1.0,7.0,3.0,2.0,5.0,9.0,2.0,13.0,7.0,130.0,113.0,63.0,74.0,38.0,62.0,,,5.0,3.0,8.0,4.0,3.0,2.0,4.0,4.0,,,7.0,13.0,2.0,1.0,0.0,1.0,2.4,2.99,3.48,1.79,2.07,1.86,2.01,,,,,2.25,3.0,3.2,1.66,2.1,1.85,2.0,,,,,0.42,0.33,0.29,0.48,0.56,0.54,0.5,,,,,0.44,0.33,0.31,0.6,0.48,0.54,0.5,,,,,2025
Atlético Progreso vs Peñarol,2025-02-01 23:00:00,Peñarol won after full-time.,Uruguay Primera Division,Atlético Progreso,Peñarol,1.0,3.0,10.0,5.0,5.0,3.0,6.0,3.0,12.0,9.0,96.0,121.0,46.0,43.0,42.0,58.0,1.0,0.0,5.0,6.0,7.0,3.0,0.0,2.0,8.0,8.0,,,13.0,9.0,3.0,2.0,3.0,3.0,10.89,5.21,1.31,1.55,2.51,,,,,1.94,1.92,9.0,4.5,1.3,1.53,2.37,,,,,1.95,1.9,0.09,0.19,0.76,0.4,0.65,,,,,0.52,0.52,0.11,0.22,0.77,0.65,0.42,,,,,0.51,0.53,2025
Miramar Misiones vs Plaza Colonia,2025-02-02 20:00:00,Plaza Colonia won after full-time.,Uruguay Primera Division,Miramar Misiones,Plaza Colonia,0.0,1.0,14.0,15.0,2.0,5.0,2.0,5.0,8.0,10.0,153.0,115.0,97.0,63.0,65.0,35.0,,,3.0,6.0,5.0,4.0,1.0,1.0,7.0,11.0,,,15.0,11.0,2.0,1.0,2.0,2.0,2.52,3.0,3.24,1.78,2.08,1.87,1.99,,,,,2.3,3.1,2.9,1.66,2.1,1.9,1.95,,,,,0.4,0.33,0.31,0.48,0.56,0.53,0.5,,,,,0.43,0.32,0.34,0.6,0.48,0.53,0.51,,,,,2025
Montevideo City Torque vs Nacional,2025-02-02 22:30:00,Torque won after full-time.,Uruguay Primera Division,Montevideo City Torque,Nacional,1.0,0.0,11.0,8.0,0.0,2.0,3.0,6.0,7.0,12.0,98.0,129.0,46.0,75.0,43.0,57.0,,,5.0,4.0,2.0,8.0,1.0,0.0,11.0,11.0,,,12.0,11.0,4.0,3.0,3.0,3.0,8.2,4.6,1.41,,,,,,,,,7.0,4.2,1.38,1.83,1.83,,,,,,,0.12,0.22,0.71,,,,,,,,,0.14,0.24,0.72,0.55,0.55,,,,,,,2025
Wanderers vs Racing,2025-02-03 00:45:00,Game ended in draw.,Uruguay Primera Division,Wanderers,Racing,,,9.0,11.0,2.0,2.0,1.0,10.0,6.0,14.0,108.0,122.0,31.0,41.0,44.0,56.0,,,1.0,7.0,5.0,7.0,2.0,2.0,12.0,4.0,,,15.0,14.0,3.0,2.0,2.0,4.0,3.4,3.25,2.29,1.81,2.03,1.78,2.11,2.08,1.79,,,3.3,3.0,2.2,1.72,2.0,1.8,2.05,2.1,1.77,,,0.29,0.31,0.44,0.49,0.55,0.56,0.47,0.48,0.56,,,0.3,0.33,0.45,0.58,0.5,0.56,0.49,0.48,0.56,,,2025
Cerro vs River Plate,2025-02-03 22:30:00,Game ended in draw.,Uruguay Primera Division,Cerro,River Plate,1.0,1.0,10.0,11.0,2.0,4.0,4.0,6.0,9.0,13.0,86.0,118.0,48.0,60.0,37.0,63.0,,,6.0,7.0,3.0,6.0,2.0,3.0,9.0,12.0,,,20.0,11.0,3.0,2.0,6.0,3.0,2.3,3.03,3.65,1.74,2.14,1.91,1.95,,,,,2.15,3.3,3.25,1.61,2.2,1.92,1.92,,,,,0.43,0.33,0.27,0.47,0.57,0.52,0.51,,,,,0.47,0.3,0.31,0.62,0.45,0.52,0.52,,,,,2025
Cerro Largo vs Atlético Progreso,2025-02-07 22:00:00,Cerro Largo won after full-time.,Uruguay Primera Division,Cerro Largo,Atlético Progreso,4.0,1.0,10.0,15.0,5.0,2.0,4.0,3.0,15.0,11.0,103.0,117.0,91.0,80.0,51.0,49.0,1.0,0.0,10.0,5.0,5.0,6.0,0.0,4.0,9.0,9.0,,,12.0,9.0,4.0,8.0,2.0,2.0,2.33,2.86,3.85,1.62,2.33,2.06,1.81,,,,,2.25,2.9,3.4,1.53,2.37,2.05,1.8,,,,,0.43,0.35,0.26,0.43,0.62,0.49,0.55,,,,,0.44,0.34,0.29,0.65,0.42,0.49,0.56,,,,,2025
Plaza Colonia vs Wanderers,2025-02-08 00:30:00,Plaza Colonia won after full-time.,Uruguay Primera Division,Plaza Colonia,Wanderers,2.0,0.0,4.0,11.0,4.0,3.0,4.0,6.0,9.0,10.0,75.0,111.0,52.0,76.0,38.0,62.0,,,6.0,4.0,3.0,6.0,2.0,1.0,9.0,7.0,,,13.0,22.0,0.0,1.0,1.0,2.0,2.7,3.08,2.91,1.76,2.11,1.83,2.05,,,,,2.5,3.0,2.7,1.72,2.0,1.82,2.02,,,,,0.37,0.32,0.34,0.47,0.57,0.55,0.49,,,,,0.4,0.33,0.37,0.58,0.5,0.55,0.5,,,,,2025
